"Bot";"StartTime";"EndTime";"RouteType";"TaskType"
97;1775.0962000005;1874.5441598818;"ROUTE_1";"INPUT"
97;1874.5441598818;1925.1232430451;"ROUTE_2";"INPUT"
72;1761.0999999978;1819.4648289606;"ROUTE_1";"OUTPUT"
72;1819.4648289606;1925.5223336332;"ROUTE_2";"OUTPUT"
108;1826.5971000008;1884.6407856383;"ROUTE_1";"INPUT"
108;1884.6407856383;1927.2946774513;"ROUTE_2";"INPUT"
20;1793.9021999985;1838.4783204123;"ROUTE_1";"OUTPUT"
20;1838.4783204123;1927.7808266021;"ROUTE_2";"OUTPUT"
93;1785.7098999992;1852.0026799142;"ROUTE_1";"OUTPUT"
93;1852.0026799142;1927.8507467993;"ROUTE_2";"OUTPUT"
43;1792.7722000033;1883.7891492993;"ROUTE_1";"INPUT"
43;1883.7891492993;1927.90019463;"ROUTE_2";"INPUT"
14;1806.1000000015;1856.4099721983;"ROUTE_1";"OUTPUT"
14;1856.4099721983;1929.8605912402;"ROUTE_2";"OUTPUT"
1;1833.0500000008;1892.489367716;"ROUTE_1";"INPUT"
1;1892.489367716;1930.1968302354;"ROUTE_2";"INPUT"
12;1779.3999999985;1849.3570657075;"ROUTE_1";"OUTPUT"
12;1849.3570657075;1932.5013789646;"ROUTE_2";"OUTPUT"
90;1809.1821999997;1867.6268122308;"ROUTE_1";"INPUT"
90;1867.6268122308;1932.973448474;"ROUTE_2";"INPUT"
34;1791.9499999993;1858.4506994002;"ROUTE_1";"OUTPUT"
34;1858.4506994002;1935.5099078082;"ROUTE_2";"OUTPUT"
17;1761.6000000015;1871.2847619131;"ROUTE_1";"INPUT"
17;1871.2847619131;1935.6212076098;"ROUTE_2";"INPUT"
37;1790.5998999961;1860.7437898107;"ROUTE_1";"OUTPUT"
37;1860.7437898107;1936.4825709984;"ROUTE_2";"OUTPUT"
79;1792.7840000019;1870.6926973276;"ROUTE_1";"OUTPUT"
79;1870.6926973276;1939.4042275399;"ROUTE_2";"OUTPUT"
66;1804.3498999998;1862.1411349997;"ROUTE_1";"OUTPUT"
66;1862.1411349997;1939.8662923053;"ROUTE_2";"OUTPUT"
100;1804.1000000015;1887.7765787914;"ROUTE_1";"INPUT"
100;1887.7765787914;1940.8178630695;"ROUTE_2";"INPUT"
40;1789.3295999989;1895.5146047697;"ROUTE_1";"INPUT"
40;1895.5146047697;1941.3770592474;"ROUTE_2";"INPUT"
32;1835.5498999991;1900.8886850402;"ROUTE_1";"INPUT"
32;1900.8886850402;1942.7926925533;"ROUTE_2";"INPUT"
96;1849.6999999993;1887.9836777151;"ROUTE_1";"OUTPUT"
96;1887.9836777151;1945.6222256348;"ROUTE_2";"OUTPUT"
21;1840.5998999961;1874.6481853686;"ROUTE_1";"OUTPUT"
21;1874.6481853686;1949.9270979725;"ROUTE_2";"OUTPUT"
62;1792.7272999995;1883.2887314744;"ROUTE_1";"INPUT"
62;1883.2887314744;1950.2895908579;"ROUTE_2";"INPUT"
28;1620.5998999998;1889.5262891427;"ROUTE_1";"INPUT"
28;1889.5262891427;1950.555408638;"ROUTE_2";"INPUT"
84;1766.0680999979;1874.9731757455;"ROUTE_1";"INPUT"
84;1874.9731757455;1953.6959341727;"ROUTE_2";"INPUT"
50;1830.2179000005;1885.2590262815;"ROUTE_1";"OUTPUT"
50;1885.2590262815;1955.7699329034;"ROUTE_2";"OUTPUT"
68;1801.2998999991;1857.8051992916;"ROUTE_1";"OUTPUT"
68;1857.8051992916;1956.3042800017;"ROUTE_2";"OUTPUT"
69;1816.616799999;1878.5198946111;"ROUTE_1";"OUTPUT"
69;1878.5198946111;1956.5020571724;"ROUTE_2";"OUTPUT"
82;1849.5999999978;1894.7177730836;"ROUTE_1";"OUTPUT"
82;1894.7177730836;1957.1181078032;"ROUTE_2";"OUTPUT"
6;1835.5355000012;1893.6143842526;"ROUTE_1";"OUTPUT"
6;1893.6143842526;1957.2910140008;"ROUTE_2";"OUTPUT"
4;1841.1000000015;1901.3521116823;"ROUTE_1";"INPUT"
4;1901.3521116823;1958.5884229057;"ROUTE_2";"INPUT"
10;1819.8920999989;1878.1634929217;"ROUTE_1";"OUTPUT"
10;1878.1634929217;1959.0051575266;"ROUTE_2";"OUTPUT"
86;1835.5153999999;1898.4344919808;"ROUTE_1";"INPUT"
86;1898.4344919808;1959.6222077906;"ROUTE_2";"INPUT"
85;1809.0999999978;1876.4996564016;"ROUTE_1";"OUTPUT"
85;1876.4996564016;1959.9955758825;"ROUTE_2";"OUTPUT"
92;1821.1000000015;1876.7282844447;"ROUTE_1";"OUTPUT"
92;1876.7282844447;1963.3464872837;"ROUTE_2";"OUTPUT"
16;1854.5998999998;1905.6953911819;"ROUTE_1";"OUTPUT"
16;1905.6953911819;1965.17180622;"ROUTE_2";"OUTPUT"
18;1642.5237999968;1906.5313276202;"ROUTE_1";"INPUT"
18;1906.5313276202;1965.6954888702;"ROUTE_2";"INPUT"
31;1841.8499999978;1888.3160818555;"ROUTE_1";"OUTPUT"
31;1888.3160818555;1966.5794480406;"ROUTE_2";"OUTPUT"
59;1824.0999999978;1921.7171999998;"ROUTE_1";"INPUT"
59;1921.7171999998;1968.9241263755;"ROUTE_2";"INPUT"
22;1838.3999999985;1904.3020919934;"ROUTE_1";"INPUT"
22;1904.3020919934;1971.2964953184;"ROUTE_2";"INPUT"
83;1876.2479999997;1927.9489211142;"ROUTE_1";"INPUT"
83;1927.9489211142;1971.7665562034;"ROUTE_2";"INPUT"
42;1834.8499999978;1900.0502630249;"ROUTE_1";"OUTPUT"
42;1900.0502630249;1971.8899166994;"ROUTE_2";"OUTPUT"
101;1824.3498999998;1918.6707024388;"ROUTE_1";"INPUT"
101;1918.6707024388;1972.412204355;"ROUTE_2";"INPUT"
107;1853.2116999999;1906.717560485;"ROUTE_1";"INPUT"
107;1906.717560485;1972.9323646762;"ROUTE_2";"INPUT"
78;1865.1133999974;1930.9785383009;"ROUTE_1";"INPUT"
78;1930.9785383009;1973.632667739;"ROUTE_2";"INPUT"
73;1856.3434999995;1908.0198657364;"ROUTE_1";"OUTPUT"
73;1908.0198657364;1976.1345495433;"ROUTE_2";"OUTPUT"
60;1858.5998999998;1921.7743769698;"ROUTE_1";"INPUT"
60;1921.7743769698;1977.2127522491;"ROUTE_2";"INPUT"
99;1868.6132999994;1916.583101783;"ROUTE_1";"OUTPUT"
99;1916.583101783;1979.7821133882;"ROUTE_2";"OUTPUT"
13;1832.5998999998;1933.016678568;"ROUTE_1";"INPUT"
13;1933.016678568;1981.6024104357;"ROUTE_2";"INPUT"
95;1851.1127999984;1901.4006750099;"ROUTE_1";"OUTPUT"
95;1901.4006750099;1985.2187901363;"ROUTE_2";"OUTPUT"
65;1872.0858999975;1931.9000009298;"ROUTE_1";"INPUT"
65;1931.9000009298;1985.6104807817;"ROUTE_2";"INPUT"
25;1839.3498999998;1907.5209558979;"ROUTE_1";"OUTPUT"
25;1907.5209558979;1986.80124617;"ROUTE_2";"OUTPUT"
44;1863.3498999961;1917.1743303798;"ROUTE_1";"OUTPUT"
44;1917.1743303798;1988.0438885838;"ROUTE_2";"OUTPUT"
55;1881.8207999952;1929.708332561;"ROUTE_1";"OUTPUT"
55;1929.708332561;1989.778838858;"ROUTE_2";"OUTPUT"
3;1879.8116999976;1936.6093267761;"ROUTE_1";"INPUT"
3;1936.6093267761;1990.1038051173;"ROUTE_2";"INPUT"
30;1794.3498999998;1920.3792018332;"ROUTE_1";"INPUT"
30;1920.3792018332;1991.598631151;"ROUTE_2";"INPUT"
76;1847.3498999961;1935.3178000003;"ROUTE_1";"INPUT"
76;1935.3178000003;1992.1079832502;"ROUTE_2";"INPUT"
70;1866.5562999956;1928.7129119895;"ROUTE_1";"INPUT"
70;1928.7129119895;1992.2401687913;"ROUTE_2";"INPUT"
74;1844.3999999985;1923.9319894016;"ROUTE_1";"OUTPUT"
74;1923.9319894016;1993.9661136717;"ROUTE_2";"OUTPUT"
51;1808.0999999978;1885.2838126682;"ROUTE_1";"OUTPUT"
51;1885.2838126682;1995.4449584633;"ROUTE_2";"OUTPUT"
36;1854.2317999974;1953.8252389208;"ROUTE_1";"INPUT"
36;1953.8252389208;1997.2838232853;"ROUTE_2";"INPUT"
56;1878.8158;1952.6292722523;"ROUTE_1";"INPUT"
56;1952.6292722523;2000.825556647;"ROUTE_2";"INPUT"
39;1842.1740000025;1890.5843738876;"ROUTE_1";"OUTPUT"
39;1890.5843738876;2002.6441186145;"ROUTE_2";"OUTPUT"
9;1882.7912999988;1939.3775428087;"ROUTE_1";"INPUT"
9;1939.3775428087;2003.9292282388;"ROUTE_2";"INPUT"
23;1863.9910999984;1952.8297678195;"ROUTE_1";"INPUT"
23;1952.8297678195;2004.1916295067;"ROUTE_2";"INPUT"
67;1830.2715999968;1904.647129152;"ROUTE_1";"OUTPUT"
67;1904.647129152;2004.8210003935;"ROUTE_2";"OUTPUT"
45;1898.3638999984;1954.3532912061;"ROUTE_1";"INPUT"
45;1954.3532912061;2006.5770352222;"ROUTE_2";"INPUT"
27;1816.5500999987;1964.5808671191;"ROUTE_1";"INPUT"
27;1964.5808671191;2007.2538181432;"ROUTE_2";"INPUT"
102;1860.5998999998;1945.1768999994;"ROUTE_1";"INPUT"
102;1945.1768999994;2007.4254956506;"ROUTE_2";"INPUT"
8;1851.8499999978;1922.4158560112;"ROUTE_1";"OUTPUT"
8;1922.4158560112;2007.4529016353;"ROUTE_2";"OUTPUT"
5;1897.2512000017;1954.2708753646;"ROUTE_1";"INPUT"
5;1954.2708753646;2012.4603710696;"ROUTE_2";"INPUT"
54;1866.503200002;1928.0412087068;"ROUTE_1";"OUTPUT"
54;1928.0412087068;2013.112352971;"ROUTE_2";"OUTPUT"
64;1872.3498999998;1953.8782662153;"ROUTE_1";"INPUT"
64;1953.8782662153;2014.5010217801;"ROUTE_2";"INPUT"
47;1823.6000000015;1911.2779614925;"ROUTE_1";"OUTPUT"
47;1911.2779614925;2014.5485167541;"ROUTE_2";"OUTPUT"
57;1846.5174000003;1948.2627090626;"ROUTE_1";"INPUT"
57;1948.2627090626;2015.6549270898;"ROUTE_2";"INPUT"
75;1917.2599;1952.0337475985;"ROUTE_1";"OUTPUT"
75;1952.0337475985;2015.8180609048;"ROUTE_2";"OUTPUT"
106;1892.2010000013;1950.6392079704;"ROUTE_1";"OUTPUT"
106;1950.6392079704;2018.0981490798;"ROUTE_2";"OUTPUT"
98;1887.9498999976;1945.8419434615;"ROUTE_1";"OUTPUT"
98;1945.8419434615;2019.3662355058;"ROUTE_2";"OUTPUT"
63;1889.0483999997;1946.2909117863;"ROUTE_1";"OUTPUT"
63;1946.2909117863;2023.7499321811;"ROUTE_2";"OUTPUT"
11;1879.0999999978;1954.8120267876;"ROUTE_1";"OUTPUT"
11;1954.8120267876;2025.1650492139;"ROUTE_2";"OUTPUT"
24;1894.3092;1979.32095249;"ROUTE_1";"INPUT"
24;1979.32095249;2025.9372792319;"ROUTE_2";"INPUT"
108;1938.8500000015;1970.0533851907;"ROUTE_1";"OUTPUT"
108;1970.0533851907;2026.8429627791;"ROUTE_2";"OUTPUT"
15;1910.2215000019;1959.519811973;"ROUTE_1";"INPUT"
15;1959.519811973;2027.2915553711;"ROUTE_2";"INPUT"
77;1895.2339000031;1937.507199835;"ROUTE_1";"OUTPUT"
77;1937.507199835;2029.2064931206;"ROUTE_2";"OUTPUT"
94;1885.1000000015;1949.1704860106;"ROUTE_1";"OUTPUT"
94;1949.1704860106;2029.5026929528;"ROUTE_2";"OUTPUT"
2;1911.3498999998;1989.6611394696;"ROUTE_1";"INPUT"
2;1989.6611394696;2030.0704394877;"ROUTE_2";"INPUT"
41;1920.8500000015;1983.8710454889;"ROUTE_1";"INPUT"
41;1983.8710454889;2030.6778731942;"ROUTE_2";"INPUT"
7;1878.8000000008;1965.8673226722;"ROUTE_1";"INPUT"
7;1965.8673226722;2031.1710299328;"ROUTE_2";"INPUT"
49;1875.0999999978;1947.9385163002;"ROUTE_1";"OUTPUT"
49;1947.9385163002;2035.2756854147;"ROUTE_2";"OUTPUT"
71;1910.2314999998;1972.8634000011;"ROUTE_1";"INPUT"
71;1972.8634000011;2035.29465691;"ROUTE_2";"INPUT"
91;1918.3165999986;1979.1859909445;"ROUTE_1";"INPUT"
91;1979.1859909445;2037.3118082769;"ROUTE_2";"INPUT"
53;1923.3348999992;1977.8341130056;"ROUTE_1";"INPUT"
53;1977.8341130056;2037.8347505741;"ROUTE_2";"INPUT"
88;1858.8500000015;1957.6629650407;"ROUTE_1";"OUTPUT"
88;1957.6629650407;2039.4725632817;"ROUTE_2";"OUTPUT"
20;1930.5949999988;1982.3944678567;"ROUTE_1";"OUTPUT"
20;1982.3944678567;2042.570773039;"ROUTE_2";"OUTPUT"
93;1931.5716000013;1975.7148851641;"ROUTE_1";"OUTPUT"
93;1975.7148851641;2042.5960523561;"ROUTE_2";"OUTPUT"
58;1930.1000000015;1967.2118429281;"ROUTE_1";"OUTPUT"
58;1967.2118429281;2042.7908670269;"ROUTE_2";"OUTPUT"
52;1868.5498999953;1910.518692784;"ROUTE_1";"OUTPUT"
52;1910.518692784;2043.9589135647;"ROUTE_2";"OUTPUT"
104;1914.5998999998;1976.2878238484;"ROUTE_1";"OUTPUT"
104;1976.2878238484;2044.7055905797;"ROUTE_2";"OUTPUT"
103;1923.4015000016;1986.1092341319;"ROUTE_1";"INPUT"
103;1986.1092341319;2044.7983206324;"ROUTE_2";"INPUT"
61;1888.5998999961;1946.232282348;"ROUTE_1";"OUTPUT"
61;1946.232282348;2045.8870119453;"ROUTE_2";"OUTPUT"
29;1871.0999999978;1999.9041396454;"ROUTE_1";"INPUT"
29;1999.9041396454;2048.1199034415;"ROUTE_2";"INPUT"
81;1928.8500000015;1984.1393162645;"ROUTE_1";"OUTPUT"
81;1984.1393162645;2049.7872764953;"ROUTE_2";"OUTPUT"
100;1951.1000000015;2008.4571693093;"ROUTE_1";"OUTPUT"
100;2008.4571693093;2050.2947911024;"ROUTE_2";"OUTPUT"
68;1958.6932000034;2016.9391893484;"ROUTE_1";"INPUT"
68;2016.9391893484;2053.1304242499;"ROUTE_2";"INPUT"
43;1938.8499999978;1994.0479623079;"ROUTE_1";"INPUT"
43;1994.0479623079;2053.2693841979;"ROUTE_2";"INPUT"
72;1928.5754000023;1975.0620489679;"ROUTE_1";"OUTPUT"
72;1975.0620489679;2053.3402175121;"ROUTE_2";"OUTPUT"
48;1920.3927000016;1984.0491411723;"ROUTE_1";"OUTPUT"
48;1984.0491411723;2058.6750916168;"ROUTE_2";"OUTPUT"
89;1866.5144000016;1927.1745547503;"ROUTE_1";"OUTPUT"
89;1927.1745547503;2061.607607536;"ROUTE_2";"OUTPUT"
66;1942.9752999991;2002.5185000002;"ROUTE_1";"INPUT"
66;2002.5185000002;2061.789593298;"ROUTE_2";"INPUT"
69;1958.6930999979;2003.3686252572;"ROUTE_1";"OUTPUT"
69;2003.3686252572;2062.2125674114;"ROUTE_2";"OUTPUT"
96;1948.1344000027;2010.1320648976;"ROUTE_1";"INPUT"
96;2010.1320648976;2062.7870062254;"ROUTE_2";"INPUT"
97;1938.1000000015;1997.1052864157;"ROUTE_1";"OUTPUT"
97;1997.1052864157;2063.4949545786;"ROUTE_2";"OUTPUT"
38;1885.5498999991;1968.8546123095;"ROUTE_1";"OUTPUT"
38;1968.8546123095;2064.5384107046;"ROUTE_2";"OUTPUT"
21;1952.2410999984;2001.4536510855;"ROUTE_1";"INPUT"
21;2001.4536510855;2065.2278583236;"ROUTE_2";"INPUT"
105;1931.1000000015;1990.005819723;"ROUTE_1";"OUTPUT"
105;1990.005819723;2066.5614593662;"ROUTE_2";"OUTPUT"
6;1959.7696000002;2020.5181634612;"ROUTE_1";"INPUT"
6;2020.5181634612;2067.7721724846;"ROUTE_2";"INPUT"
85;1962.9362999983;2013.228857778;"ROUTE_1";"INPUT"
85;2013.228857778;2068.1131662056;"ROUTE_2";"INPUT"
16;1966.8535000011;2016.9528075121;"ROUTE_1";"INPUT"
16;2016.9528075121;2071.8051127046;"ROUTE_2";"INPUT"
12;1934.8363999985;1993.3553048149;"ROUTE_1";"OUTPUT"
12;1993.3553048149;2073.7811476216;"ROUTE_2";"OUTPUT"
35;1855.5498999991;2011.2572501078;"ROUTE_1";"INPUT"
35;2011.2572501078;2076.8521959819;"ROUTE_2";"INPUT"
33;1912.3498999961;1980.313304998;"ROUTE_1";"OUTPUT"
33;1980.313304998;2076.9458518252;"ROUTE_2";"OUTPUT"
10;1960.8698999994;2023.2493608035;"ROUTE_1";"INPUT"
10;2023.2493608035;2076.9671135582;"ROUTE_2";"INPUT"
19;1903.8828000017;1960.4309695289;"ROUTE_1";"OUTPUT"
19;1960.4309695289;2077.819155097;"ROUTE_2";"OUTPUT"
26;1904.9795000032;2021.8967096321;"ROUTE_1";"INPUT"
26;2021.8967096321;2078.8359417021;"ROUTE_2";"INPUT"
17;1944.5998999998;2018.6573988199;"ROUTE_1";"OUTPUT"
17;2018.6573988199;2084.3266117461;"ROUTE_2";"OUTPUT"
50;1957.7364000008;2017.5631198995;"ROUTE_1";"INPUT"
50;2017.5631198995;2084.701801382;"ROUTE_2";"INPUT"
46;1916.8500000015;1982.8483226225;"ROUTE_1";"OUTPUT"
46;1982.8483226225;2085.110589426;"ROUTE_2";"OUTPUT"
79;1941.9510000013;2004.1735546477;"ROUTE_1";"OUTPUT"
79;2004.1735546477;2085.1746866405;"ROUTE_2";"OUTPUT"
40;1954.8499999978;2019.175843101;"ROUTE_1";"INPUT"
40;2019.175843101;2085.8638503999;"ROUTE_2";"INPUT"
73;1978.9784999974;2019.3707086146;"ROUTE_1";"OUTPUT"
73;2019.3707086146;2086.4443442524;"ROUTE_2";"OUTPUT"
92;1966.8763999976;2012.3676383719;"ROUTE_1";"OUTPUT"
92;2012.3676383719;2086.7463062704;"ROUTE_2";"OUTPUT"
28;1965.1000000015;2035.218081519;"ROUTE_1";"INPUT"
28;2035.218081519;2087.6127450653;"ROUTE_2";"INPUT"
44;1991.3812999986;2047.0021433048;"ROUTE_1";"INPUT"
44;2047.0021433048;2088.7026322968;"ROUTE_2";"INPUT"
99;1982.2761999965;2025.9016533829;"ROUTE_1";"OUTPUT"
99;2025.9016533829;2089.8427134976;"ROUTE_2";"OUTPUT"
18;1980.5998999998;2052.2327458486;"ROUTE_1";"INPUT"
18;2052.2327458486;2093.538409546;"ROUTE_2";"INPUT"
37;1939.8764999993;2045.6102230959;"ROUTE_1";"INPUT"
37;2045.6102230959;2093.6841347702;"ROUTE_2";"INPUT"
80;1926.7998999991;2042.7426508144;"ROUTE_1";"INPUT"
80;2042.7426508144;2102.0557362177;"ROUTE_2";"INPUT"
62;1961.1000000015;2037.5681675635;"ROUTE_1";"OUTPUT"
62;2037.5681675635;2103.2264171317;"ROUTE_2";"OUTPUT"
32;1956.8500000015;2017.1796308942;"ROUTE_1";"OUTPUT"
32;2017.1796308942;2103.4088367038;"ROUTE_2";"OUTPUT"
1;1942.5498999991;2029.34405379;"ROUTE_1";"INPUT"
1;2029.34405379;2103.5683818758;"ROUTE_2";"INPUT"
74;1996.9217999987;2050.1259060428;"ROUTE_1";"INPUT"
74;2050.1259060428;2106.6580942459;"ROUTE_2";"INPUT"
34;1937.7799000032;1991.9869899005;"ROUTE_1";"OUTPUT"
34;1991.9869899005;2107.8237891831;"ROUTE_2";"OUTPUT"
59;1983.8500000015;2067.4503325261;"ROUTE_1";"INPUT"
59;2067.4503325261;2108.8856146969;"ROUTE_2";"INPUT"
95;1988.1061000042;2045.4056250826;"ROUTE_1";"INPUT"
95;2045.4056250826;2109.0577312298;"ROUTE_2";"INPUT"
87;1913.8500000015;1976.8115535192;"ROUTE_1";"OUTPUT"
87;1976.8115535192;2110.1832635291;"ROUTE_2";"OUTPUT"
51;1999.4065999985;2057.2644000016;"ROUTE_1";"INPUT"
51;2057.2644000016;2112.195170112;"ROUTE_2";"INPUT"
83;1982.0999999978;2053.5469721854;"ROUTE_1";"OUTPUT"
83;2053.5469721854;2120.4782746919;"ROUTE_2";"OUTPUT"
102;2017.3498999961;2067.9995669909;"ROUTE_1";"OUTPUT"
102;2067.9995669909;2120.8754977174;"ROUTE_2";"OUTPUT"
42;1974.2829000019;2022.8592432179;"ROUTE_1";"OUTPUT"
42;2022.8592432179;2121.9164075703;"ROUTE_2";"OUTPUT"
23;2014.5998999998;2060.2447603792;"ROUTE_1";"OUTPUT"
23;2060.2447603792;2121.9283530824;"ROUTE_2";"OUTPUT"
14;1932.6504999995;2078.7475158349;"ROUTE_1";"INPUT"
14;2078.7475158349;2122.1697600447;"ROUTE_2";"INPUT"
101;1983.1000000015;2064.3417829797;"ROUTE_1";"INPUT"
101;2064.3417829797;2126.6860084422;"ROUTE_2";"INPUT"
84;1960.0999999978;2060.3977000006;"ROUTE_1";"INPUT"
84;2060.3977000006;2127.0020062551;"ROUTE_2";"INPUT"
70;2001.9000000022;2061.2655786909;"ROUTE_1";"OUTPUT"
70;2061.2655786909;2128.4690246508;"ROUTE_2";"OUTPUT"
31;1968.8964000009;2013.991612915;"ROUTE_1";"OUTPUT"
31;2013.991612915;2129.6963652968;"ROUTE_2";"OUTPUT"
67;2007.2336000018;2065.4820000008;"ROUTE_1";"INPUT"
67;2065.4820000008;2132.7189588957;"ROUTE_2";"INPUT"
47;2017.3137999997;2073.4909154847;"ROUTE_1";"INPUT"
47;2073.4909154847;2132.7761844695;"ROUTE_2";"INPUT"
76;2002.8499999978;2057.7104469352;"ROUTE_1";"OUTPUT"
76;2057.7104469352;2135.0475858227;"ROUTE_2";"OUTPUT"
55;1992.4780000001;2061.2617131956;"ROUTE_1";"OUTPUT"
55;2061.2617131956;2135.3603678532;"ROUTE_2";"OUTPUT"
93;2045.9366999976;2097.0630595684;"ROUTE_1";"OUTPUT"
93;2097.0630595684;2135.3921366409;"ROUTE_2";"OUTPUT"
30;2001.3498999961;2085.4987526685;"ROUTE_1";"OUTPUT"
30;2085.4987526685;2136.8135231957;"ROUTE_2";"OUTPUT"
107;1983.1000000015;2054.894613795;"ROUTE_1";"OUTPUT"
107;2054.894613795;2137.2319894545;"ROUTE_2";"OUTPUT"
22;1982.3000000008;2057.2459562793;"ROUTE_1";"OUTPUT"
22;2057.2459562793;2139.595480524;"ROUTE_2";"OUTPUT"
13;1995.1000000015;2105.2017570362;"ROUTE_1";"INPUT"
13;2105.2017570362;2140.737986438;"ROUTE_2";"INPUT"
86;1971.8999999985;2037.8479403108;"ROUTE_1";"OUTPUT"
86;2037.8479403108;2141.1963284128;"ROUTE_2";"OUTPUT"
36;2007.1000000015;2073.0185999982;"ROUTE_1";"INPUT"
36;2073.0185999982;2141.8297690861;"ROUTE_2";"INPUT"
3;2000.5998999961;2066.5791362934;"ROUTE_1";"OUTPUT"
3;2066.5791362934;2142.631417077;"ROUTE_2";"OUTPUT"
25;1989.2261000015;2092.5822929926;"ROUTE_1";"INPUT"
25;2092.5822929926;2142.7186711058;"ROUTE_2";"INPUT"
39;2005.9786000028;2089.7584329434;"ROUTE_1";"INPUT"
39;2089.7584329434;2146.6647704281;"ROUTE_2";"INPUT"
77;2032.5236000009;2094.2580000013;"ROUTE_1";"INPUT"
77;2094.2580000013;2146.8214059174;"ROUTE_2";"INPUT"
24;2040.8500000015;2102.9440819882;"ROUTE_1";"INPUT"
24;2102.9440819882;2147.2825178765;"ROUTE_2";"INPUT"
27;2020.1000000015;2070.5111463554;"ROUTE_1";"INPUT"
27;2070.5111463554;2152.5886773914;"ROUTE_2";"INPUT"
60;1986.8999000006;2089.5028681085;"ROUTE_1";"INPUT"
60;2089.5028681085;2153.1528761387;"ROUTE_2";"INPUT"
98;2021.5659999997;2104.0338078328;"ROUTE_1";"INPUT"
98;2104.0338078328;2154.1831720881;"ROUTE_2";"INPUT"
54;2015.1702000015;2083.5232945383;"ROUTE_1";"OUTPUT"
54;2083.5232945383;2154.3283543624;"ROUTE_2";"OUTPUT"
5;2022.8499999978;2091.1411075294;"ROUTE_1";"INPUT"
5;2091.1411075294;2154.4062770866;"ROUTE_2";"INPUT"
45;2019.8500000015;2080.1539392993;"ROUTE_1";"OUTPUT"
45;2080.1539392993;2155.7614954226;"ROUTE_2";"OUTPUT"
11;2026.6733999997;2111.4337530993;"ROUTE_1";"INPUT"
11;2111.4337530993;2156.0772617906;"ROUTE_2";"INPUT"
64;2025.3498999961;2086.1889871396;"ROUTE_1";"OUTPUT"
64;2086.1889871396;2156.2957055122;"ROUTE_2";"OUTPUT"
65;2000.5998999961;2081.1022890471;"ROUTE_1";"OUTPUT"
65;2081.1022890471;2156.312834695;"ROUTE_2";"OUTPUT"
15;2041.6000000015;2118.4479364827;"ROUTE_1";"INPUT"
15;2118.4479364827;2156.9298192412;"ROUTE_2";"INPUT"
9;2016.3999999985;2083.8380787522;"ROUTE_1";"OUTPUT"
9;2083.8380787522;2157.4573110677;"ROUTE_2";"OUTPUT"
48;2061.6684000008;2117.7139287703;"ROUTE_1";"INPUT"
48;2117.7139287703;2158.6575992256;"ROUTE_2";"INPUT"
88;2042.7936000005;2101.5298999995;"ROUTE_1";"INPUT"
88;2101.5298999995;2161.2133922726;"ROUTE_2";"INPUT"
104;2047.0366000012;2109.7467;"ROUTE_1";"INPUT"
104;2109.7467;2161.7289259732;"ROUTE_2";"INPUT"
4;1973.3498999998;2039.3809943125;"ROUTE_1";"OUTPUT"
4;2039.3809943125;2164.5679164752;"ROUTE_2";"OUTPUT"
66;2071.8499999978;2130.5090975016;"ROUTE_1";"INPUT"
66;2130.5090975016;2166.8016269282;"ROUTE_2";"INPUT"
90;1947.4498999976;2012.4251353815;"ROUTE_1";"OUTPUT"
90;2012.4251353815;2167.5082097165;"ROUTE_2";"OUTPUT"
53;2048.1000000015;2090.8493213281;"ROUTE_1";"OUTPUT"
53;2090.8493213281;2167.5995501913;"ROUTE_2";"OUTPUT"
106;2020.5226000026;2094.8810494952;"ROUTE_1";"OUTPUT"
106;2094.8810494952;2168.1034654118;"ROUTE_2";"OUTPUT"
41;2040.5998999998;2125.0687133893;"ROUTE_1";"INPUT"
41;2125.0687133893;2168.9196155854;"ROUTE_2";"INPUT"
94;2032.4813000001;2090.7359615266;"ROUTE_1";"OUTPUT"
94;2090.7359615266;2170.6068802402;"ROUTE_2";"OUTPUT"
2;2041.3498999998;2126.4592715986;"ROUTE_1";"INPUT"
2;2126.4592715986;2173.7217951566;"ROUTE_2";"INPUT"
58;2044.9259000011;2115.9456027784;"ROUTE_1";"INPUT"
58;2115.9456027784;2174.9535512887;"ROUTE_2";"INPUT"
57;2027.1000000015;2103.8565636948;"ROUTE_1";"OUTPUT"
57;2103.8565636948;2175.0935773216;"ROUTE_2";"OUTPUT"
82;1959.6933000013;2095.6950090975;"ROUTE_1";"INPUT"
82;2095.6950090975;2176.2719957195;"ROUTE_2";"INPUT"
105;2069.7620999962;2122.9407930113;"ROUTE_1";"INPUT"
105;2122.9407930113;2176.545843441;"ROUTE_2";"INPUT"
81;2052.6104000025;2110.6756490246;"ROUTE_1";"OUTPUT"
81;2110.6756490246;2177.6353457794;"ROUTE_2";"OUTPUT"
78;1985.6000000015;2042.2932045162;"ROUTE_1";"OUTPUT"
78;2042.2932045162;2179.2751175463;"ROUTE_2";"OUTPUT"
63;2025.7400000021;2081.8986118026;"ROUTE_1";"INPUT"
63;2081.8986118026;2179.4225720316;"ROUTE_2";"INPUT"
49;2037.998999998;2081.206670396;"ROUTE_1";"OUTPUT"
49;2081.206670396;2180.9745828472;"ROUTE_2";"OUTPUT"
100;2053.7651999965;2126.102740556;"ROUTE_1";"INPUT"
100;2126.102740556;2182.5529476516;"ROUTE_2";"INPUT"
56;2012.3498999961;2124.7881260514;"ROUTE_1";"INPUT"
