task;level;bot;taskType;routeType;isTrimmed;startTime;endTime;time;stayAtFinal;mvc;slotTime;slotNr;platformArrival
1398;9;79;INPUT;ROUTE_1;false;590913.0;637000.0;46087.0;17000.0;52;575000;115;620000
1398;9;79;INPUT;ROUTE_2;false;637000.0;677346.0;40346.0;18000.0;52;NA;NA;NA
433;9;76;OUTPUT;ROUTE_1;false;628159.0;664738.0;36579.0;21825.0;8;NA;NA;NA
433;9;76;OUTPUT;ROUTE_2;false;664738.0;693000.0;28262.0;13000.0;8;645000;129;600000
434;9;75;OUTPUT;ROUTE_1;false;632265.0;661937.0;29672.0;15085.0;36;NA;NA;NA
434;9;75;OUTPUT;ROUTE_2;false;661937.0;688000.0;26063.0;13000.0;36;640000;128;595000
442;9;78;OUTPUT;ROUTE_1;false;653564.0;686516.0;32952.0;18228.0;68;NA;NA;NA
442;9;78;OUTPUT;ROUTE_2;false;686516.0;718000.0;31484.0;13000.0;68;670000;134;625000
1497;9;74;INPUT;ROUTE_1;false;653952.0;677000.0;23048.0;17000.0;24;615000;123;660000
1497;9;74;INPUT;ROUTE_2;false;677000.0;725286.0;48286.0;18000.0;24;NA;NA;NA
1497;9;79;INPUT;BLOCKER;false;687901.0;694651.0;6750.0;0.0;24;NA;NA;NA
1482;9;73;INPUT;ROUTE_1;false;661936.0;687000.0;25064.0;17000.0;52;625000;125;670000
1482;9;73;INPUT;ROUTE_2;false;687000.0;725001.0;38001.0;18000.0;52;NA;NA;NA
466;9;77;OUTPUT;ROUTE_1;false;669067.0;705507.0;36440.0;17840.0;68;NA;NA;NA
466;9;77;OUTPUT;ROUTE_2;false;705507.0;738000.0;32493.0;13000.0;68;690000;138;645000
470;9;80;OUTPUT;ROUTE_1;false;670411.0;700690.0;30279.0;14525.0;36;NA;NA;NA
470;9;80;OUTPUT;ROUTE_2;false;700690.0;733000.0;32310.0;13000.0;36;685000;137;640000
1506;9;75;INPUT;ROUTE_1;false;691936.0;717000.0;25064.0;17000.0;52;655000;131;700000
1506;9;75;INPUT;ROUTE_2;false;717000.0;756003.0;39003.0;18000.0;52;NA;NA;NA
1540;9;76;INPUT;ROUTE_1;false;713952.0;737000.0;23048.0;17000.0;20;675000;135;720000
1540;9;76;INPUT;ROUTE_2;false;737000.0;781545.0;44545.0;18000.0;20;NA;NA;NA
538;9;78;OUTPUT;ROUTE_1;false;722150.0;769404.0;47254.0;29134.0;68;NA;NA;NA
538;9;78;OUTPUT;ROUTE_2;false;769404.0;798000.0;28596.0;13000.0;68;750000;150;705000
541;9;73;OUTPUT;ROUTE_1;false;739116.0;760121.0;21005.0;11555.0;8;NA;NA;NA
541;9;73;OUTPUT;ROUTE_2;false;760121.0;798000.0;37879.0;13000.0;8;750000;150;705000
557;9;79;OUTPUT;ROUTE_1;false;730572.0;775674.0;45102.0;12878.0;72;NA;NA;NA
557;9;79;OUTPUT;ROUTE_2;false;775674.0;808000.0;32326.0;13000.0;72;760000;152;715000
1553;9;80;INPUT;ROUTE_1;false;748952.0;772000.0;23048.0;17000.0;24;710000;142;755000
1553;9;80;INPUT;ROUTE_2;false;772000.0;814371.0;42371.0;18000.0;24;NA;NA;NA
567;9;77;OUTPUT;ROUTE_1;false;746160.0;784912.0;38752.0;21124.0;40;NA;NA;NA
567;9;77;OUTPUT;ROUTE_2;false;784912.0;813000.0;28088.0;13000.0;40;765000;153;720000
568;9;75;OUTPUT;ROUTE_1;false;774465.0;786965.0;12500.0;12500.0;68;NA;NA;NA
568;9;75;OUTPUT;ROUTE_2;false;786965.0;823000.0;36035.0;13000.0;68;775000;155;730000
1554;9;74;INPUT;ROUTE_1;false;726854.0;787000.0;60146.0;32400.0;52;725000;145;770000
1554;9;74;INPUT;ROUTE_2;false;787000.0;837268.0;50268.0;18000.0;52;NA;NA;NA
617;9;76;OUTPUT;ROUTE_1;false;805209.0;824999.0;19790.0;11690.0;72;NA;NA;NA
617;9;76;OUTPUT;ROUTE_2;false;824999.0;858000.0;33001.0;13000.0;72;810000;162;765000
1577;9;73;INPUT;ROUTE_1;false;801936.0;827000.0;25064.0;17000.0;24;765000;153;810000
1577;9;73;INPUT;ROUTE_2;false;827000.0;866678.0;39678.0;18000.0;24;NA;NA;NA
1578;9;78;INPUT;ROUTE_1;false;801936.0;827000.0;25064.0;17000.0;52;765000;153;810000
1578;9;78;INPUT;ROUTE_2;false;827000.0;871396.0;44396.0;18000.0;52;NA;NA;NA
644;9;79;OUTPUT;ROUTE_1;false;825249.0;862372.0;37123.0;10987.0;36;NA;NA;NA
644;9;79;OUTPUT;ROUTE_2;false;862372.0;893000.0;30628.0;13000.0;36;845000;169;800000
1597;9;77;INPUT;ROUTE_1;false;826936.0;852000.0;25064.0;17000.0;24;790000;158;835000
1597;9;77;INPUT;ROUTE_2;false;859000.0;904536.0;45536.0;18000.0;24;NA;NA;NA
1591;9;75;INPUT;ROUTE_1;false;828952.0;852000.0;23048.0;17000.0;56;790000;158;835000
1591;9;75;INPUT;ROUTE_2;false;852000.0;889129.0;37129.0;18000.0;56;NA;NA;NA
663;9;80;OUTPUT;ROUTE_1;false;837897.0;877532.0;39635.0;17486.0;40;NA;NA;NA
663;9;80;OUTPUT;ROUTE_2;false;877532.0;908000.0;30468.0;13000.0;40;860000;172;815000
1615;9;76;INPUT;ROUTE_1;false;861936.0;887000.0;25064.0;17000.0;56;825000;165;870000
1615;9;76;INPUT;ROUTE_2;false;887000.0;922294.0;35294.0;18000.0;56;NA;NA;NA
684;9;74;OUTPUT;ROUTE_1;false;851109.0;890587.0;39478.0;17503.0;4;NA;NA;NA
684;9;74;OUTPUT;ROUTE_2;false;890587.0;918000.0;27413.0;13000.0;4;870000;174;825000
708;9;73;OUTPUT;ROUTE_1;false;887006.0;904366.0;17360.0;11960.0;4;NA;NA;NA
708;9;73;OUTPUT;ROUTE_2;false;904366.0;948000.0;43634.0;13000.0;4;900000;180;855000
1647;9;79;INPUT;ROUTE_1;false;896066.0;927000.0;30934.0;17000.0;56;865000;173;910000
1647;9;79;INPUT;ROUTE_2;false;927000.0;974618.0;47618.0;18000.0;56;NA;NA;NA
719;9;78;OUTPUT;ROUTE_1;false;914306.0;933489.0;19183.0;11758.0;72;NA;NA;NA
719;9;78;OUTPUT;ROUTE_2;false;933489.0;968000.0;34511.0;13000.0;72;920000;184;875000
729;9;75;OUTPUT;ROUTE_1;false;915152.0;931297.0;16145.0;12095.0;40;NA;NA;NA
729;9;75;OUTPUT;ROUTE_2;false;931297.0;968000.0;36703.0;13000.0;40;920000;184;875000
1657;9;80;INPUT;ROUTE_1;false;916936.0;942000.0;25064.0;17000.0;24;880000;176;925000
1657;9;80;INPUT;ROUTE_2;false;942000.0;980161.0;38161.0;18000.0;24;NA;NA;NA
746;9;76;OUTPUT;ROUTE_1;false;928502.0;945862.0;17360.0;11960.0;36;NA;NA;NA
746;9;76;OUTPUT;ROUTE_2;false;945862.0;978000.0;32138.0;13000.0;36;930000;186;885000
749;9;77;OUTPUT;ROUTE_1;false;916736.0;969432.0;52696.0;26330.0;72;NA;NA;NA
749;9;77;OUTPUT;ROUTE_2;false;969432.0;1008000.0;38568.0;13000.0;72;960000;192;915000
1672;9;74;INPUT;ROUTE_1;false;931936.0;957000.0;25064.0;17000.0;20;895000;179;940000
1672;9;74;INPUT;ROUTE_2;false;957000.0;1003101.0;46101.0;18000.0;20;NA;NA;NA
1624;9;73;INPUT;ROUTE_1;false;956936.0;982000.0;25064.0;17000.0;20;920000;184;965000
1624;9;73;INPUT;ROUTE_2;false;982000.0;1026911.0;44911.0;18000.0;20;NA;NA;NA
805;9;75;OUTPUT;ROUTE_1;false;978222.0;1016937.0;38715.0;21588.0;8;NA;NA;NA
805;9;75;OUTPUT;ROUTE_2;false;1016937.0;1043000.0;26063.0;13000.0;8;995000;199;950000
809;9;78;OUTPUT;ROUTE_1;false;992150.0;1031596.0;39446.0;24534.0;72;NA;NA;NA
809;9;78;OUTPUT;ROUTE_2;false;1031596.0;1058000.0;26404.0;13000.0;72;1010000;202;965000
1694;9;76;INPUT;ROUTE_1;false;981936.0;1007000.0;25064.0;17000.0;52;945000;189;990000
1694;9;76;INPUT;ROUTE_2;false;1014000.0;1053010.0;39010.0;18000.0;52;NA;NA;NA
828;9;80;OUTPUT;ROUTE_1;false;991714.0;1015149.0;23435.0;11285.0;4;NA;NA;NA
828;9;80;OUTPUT;ROUTE_2;false;1015149.0;1063000.0;47851.0;13000.0;4;1015000;203;970000
840;9;79;OUTPUT;ROUTE_1;true;1031299.0;1051697.0;20398.0;11623.0;4;NA;NA;NA
840;9;79;OUTPUT;ROUTE_2;true;1051697.0;1080000.0;28303.0;10000.0;4;1035000;207;990000
849;9;74;OUTPUT;ROUTE_1;true;1022695.0;1040055.0;17360.0;11960.0;40;NA;NA;NA
849;9;74;OUTPUT;ROUTE_2;true;1040055.0;1080000.0;39945.0;10000.0;40;1035000;207;990000
1662;9;77;INPUT;ROUTE_1;false;1009920.0;1037000.0;27080.0;17000.0;52;975000;195;1020000
1662;9;77;INPUT;ROUTE_2;false;1037000.0;1071786.0;34786.0;18000.0;52;NA;NA;NA
884;9;73;OUTPUT;ROUTE_1;true;1053431.0;1073221.0;19790.0;11690.0;36;NA;NA;NA
884;9;73;OUTPUT;ROUTE_2;true;1073221.0;1080663.0;7442.0;0.0;36;1055000;211;1010000
888;9;76;OUTPUT;ROUTE_1;true;1072113.0;1080000.0;7887.0;7212.0;4;NA;NA;NA
1748;9;75;INPUT;ROUTE_1;true;1053952.0;1077000.0;23048.0;17000.0;20;1015000;203;1060000
1748;9;75;INPUT;ROUTE_2;true;1077000.0;1081189.0;4189.0;0.0;20;NA;NA;NA
1743;9;78;INPUT;ROUTE_1;true;1066936.0;1080000.0;13064.0;5000.0;56;1030000;206;1075000
1764;9;80;INPUT;ROUTE_1;true;1064050.0;1080000.0;15950.0;0.0;20;1035000;207;1080000
840;9;79;OUTPUT_CONTINUE;ROUTE_1;false;1165000.0;1178000.0;13000.0;13000.0;4;1130000;226;1085000
849;9;74;OUTPUT_CONTINUE;ROUTE_1;false;1165000.0;1178000.0;13000.0;13000.0;40;1130000;226;1085000
884;9;73;OUTPUT_CONTINUE;ROUTE_1;false;1175663.0;1198000.0;22337.0;13000.0;36;1150000;230;1105000
1719;9;78;INPUT;ROUTE_1;false;1080000.0;1097000.0;17000.0;17000.0;56;1035000;207;1080000
1719;9;78;INPUT;ROUTE_2;false;1097000.0;1143421.0;46421.0;18000.0;56;NA;NA;NA
1724;9;80;INPUT;ROUTE_1;false;1080000.0;1097000.0;17000.0;17000.0;20;1035000;207;1080000
1724;9;80;INPUT;ROUTE_2;false;1097000.0;1146142.0;49142.0;18000.0;20;NA;NA;NA
1748;9;75;INPUT_CONTINUE;ROUTE_1;false;1081189.0;1125300.0;44111.0;18000.0;20;NA;NA;NA
1748;9;77;INPUT_CONTINUE;BLOCKER;false;1083097.0;1093597.0;10500.0;0.0;20;NA;NA;NA
888;9;76;OUTPUT;ROUTE_1;false;1167721.0;1187221.0;19500.0;19500.0;4;NA;NA;NA
888;9;76;OUTPUT;ROUTE_2;false;1187221.0;1218000.0;30779.0;13000.0;4;1170000;234;1125000
951;9;77;OUTPUT;ROUTE_1;false;1209879.0;1242230.0;32351.0;18295.0;40;NA;NA;NA
951;9;77;OUTPUT;ROUTE_2;false;1242230.0;1273000.0;30770.0;13000.0;40;1225000;245;1180000
952;9;78;OUTPUT;ROUTE_1;false;1219178.0;1237146.0;17968.0;11893.0;68;NA;NA;NA
952;9;78;OUTPUT;ROUTE_2;false;1237146.0;1273000.0;35854.0;13000.0;68;1225000;245;1180000
935;9;80;OUTPUT;ROUTE_1;false;1207013.0;1220121.0;13108.0;12433.0;72;NA;NA;NA
935;9;80;OUTPUT;ROUTE_2;false;1220121.0;1258000.0;37879.0;13000.0;72;1210000;242;1165000
1714;9;75;INPUT;ROUTE_1;false;1129337.0;1182000.0;52663.0;26427.0;52;1120000;224;1165000
1714;9;75;INPUT;ROUTE_2;false;1182000.0;1215262.0;33262.0;18000.0;52;NA;NA;NA
1739;9;74;INPUT;ROUTE_1;false;1179590.0;1207000.0;27410.0;17000.0;56;1145000;229;1190000
1739;9;74;INPUT;ROUTE_2;false;1232480.0;1275025.0;42545.0;18000.0;56;NA;NA;NA
1752;9;79;INPUT;ROUTE_1;false;1181936.0;1207000.0;25064.0;17000.0;20;1145000;229;1190000
1752;9;79;INPUT;ROUTE_2;false;1237000.0;1282209.0;45209.0;18000.0;20;NA;NA;NA
1817;9;73;INPUT;ROUTE_1;false;1208952.0;1232000.0;23048.0;17000.0;24;1170000;234;1215000
1817;9;73;INPUT;ROUTE_2;false;1232000.0;1279785.0;47785.0;18000.0;24;NA;NA;NA
1008;9;75;OUTPUT;ROUTE_1;false;1262647.0;1280615.0;17968.0;11893.0;4;NA;NA;NA
1008;9;75;OUTPUT;ROUTE_2;false;1280615.0;1318000.0;37385.0;13000.0;4;1270000;254;1225000
1018;9;76;OUTPUT;ROUTE_1;false;1263073.0;1295166.0;32093.0;14323.0;68;NA;NA;NA
1018;9;76;OUTPUT;ROUTE_2;false;1295166.0;1328000.0;32834.0;13000.0;68;1280000;256;1235000
1038;9;74;OUTPUT;ROUTE_1;false;1286891.0;1304251.0;17360.0;11960.0;4;NA;NA;NA
1038;9;74;OUTPUT;ROUTE_2;false;1304251.0;1343000.0;38749.0;13000.0;4;1295000;259;1250000
1054;9;79;OUTPUT;ROUTE_1;false;1307438.0;1327546.0;20108.0;19433.0;68;NA;NA;NA
1054;9;79;OUTPUT;ROUTE_2;false;1327546.0;1358000.0;30454.0;13000.0;68;1310000;262;1265000
1043;9;80;OUTPUT;ROUTE_1;false;1276877.0;1313830.0;36953.0;15783.0;72;NA;NA;NA
1043;9;80;OUTPUT;ROUTE_2;false;1313830.0;1348000.0;34170.0;13000.0;72;1300000;260;1255000
1077;9;78;OUTPUT;ROUTE_1;false;1312150.0;1346523.0;34373.0;17944.0;40;NA;NA;NA
1077;9;78;OUTPUT;ROUTE_2;false;1346523.0;1378000.0;31477.0;13000.0;40;1330000;266;1285000
1838;9;77;INPUT;ROUTE_1;false;1273952.0;1297000.0;23048.0;17000.0;52;1235000;247;1280000
1838;9;77;INPUT;ROUTE_2;false;1322480.0;1359559.0;37079.0;18000.0;52;NA;NA;NA
1093;9;73;OUTPUT;ROUTE_1;false;1315270.0;1330808.0;15538.0;12163.0;8;NA;NA;NA
1093;9;73;OUTPUT;ROUTE_2;false;1330808.0;1383000.0;52192.0;13000.0;8;1335000;267;1290000
1117;9;75;OUTPUT;ROUTE_1;false;1327150.0;1371546.0;44396.0;24418.0;8;NA;NA;NA
1117;9;75;OUTPUT;ROUTE_2;false;1371546.0;1403000.0;31454.0;13000.0;8;1355000;271;1310000
1126;9;76;OUTPUT;ROUTE_1;false;1336600.0;1384491.0;47891.0;25874.0;68;NA;NA;NA
1126;9;76;OUTPUT;ROUTE_2;false;1384491.0;1418000.0;33509.0;13000.0;68;1370000;274;1325000
1849;9;74;INPUT;ROUTE_1;false;1349920.0;1377000.0;27080.0;17000.0;24;1315000;263;1360000
1849;9;74;INPUT;ROUTE_2;false;1377000.0;1424604.0;47604.0;18000.0;24;NA;NA;NA
1795;9;79;INPUT;ROUTE_1;false;1358952.0;1382000.0;23048.0;17000.0;56;1320000;264;1365000
1795;9;79;INPUT;ROUTE_2;false;1382000.0;1419129.0;37129.0;18000.0;56;NA;NA;NA
1139;9;80;OUTPUT;ROUTE_1;false;1362407.0;1398162.0;35755.0;13917.0;72;NA;NA;NA
1139;9;80;OUTPUT;ROUTE_2;false;1398162.0;1433000.0;34838.0;13000.0;72;1385000;277;1340000
1177;9;77;OUTPUT;ROUTE_1;false;1389103.0;1410716.0;21613.0;11488.0;8;NA;NA;NA
1177;9;77;OUTPUT;ROUTE_2;false;1410716.0;1453000.0;42284.0;13000.0;8;1405000;281;1360000
1899;9;78;INPUT;ROUTE_1;false;1378082.0;1407000.0;28918.0;17000.0;56;1345000;269;1390000
1899;9;78;INPUT;ROUTE_2;false;1407000.0;1442779.0;35779.0;18000.0;56;NA;NA;NA
1191;9;73;OUTPUT;ROUTE_1;false;1387150.0;1435048.0;47898.0;22010.0;40;NA;NA;NA
1191;9;73;OUTPUT;ROUTE_2;false;1435048.0;1478000.0;42952.0;13000.0;40;1430000;286;1385000
1212;9;75;OUTPUT;ROUTE_1;false;1437150.0;1469912.0;32762.0;15658.0;4;NA;NA;NA
1212;9;75;OUTPUT;ROUTE_2;false;1469912.0;1498000.0;28088.0;13000.0;4;1450000;290;1405000
18;10;81;OUTPUT;ROUTE_1;false;263457.0;282640.0;19183.0;11758.0;4;NA;NA;NA
18;10;81;OUTPUT;ROUTE_2;false;282640.0;318000.0;35360.0;13000.0;4;265000;53;215000
23;10;85;OUTPUT;ROUTE_1;false;257169.0;271492.0;14323.0;12298.0;72;NA;NA;NA
23;10;85;OUTPUT;ROUTE_2;false;271492.0;318000.0;46508.0;13000.0;72;265000;53;215000
1232;10;87;INPUT;ROUTE_1;false;288596.0;327000.0;38404.0;24000.0;20;270000;54;320000
1232;10;87;INPUT;ROUTE_2;false;327000.0;364660.0;37660.0;18000.0;20;NA;NA;NA
1238;10;84;INPUT;ROUTE_1;false;294537.0;337000.0;42463.0;24000.0;52;280000;56;330000
1238;10;84;INPUT;ROUTE_2;false;337000.0;380554.0;43554.0;18000.0;52;NA;NA;NA
53;10;88;OUTPUT;ROUTE_1;false;284930.0;299860.0;14930.0;12230.0;72;NA;NA;NA
53;10;88;OUTPUT;ROUTE_2;false;299860.0;343000.0;43140.0;13000.0;72;290000;58;240000
62;10;86;OUTPUT;ROUTE_1;false;286236.0;307849.0;21613.0;11488.0;36;NA;NA;NA
62;10;86;OUTPUT;ROUTE_2;false;307849.0;353000.0;45151.0;13000.0;36;300000;60;250000
1254;10;82;INPUT;ROUTE_1;false;316205.0;357000.0;40795.0;17000.0;52;300000;60;350000
1254;10;82;INPUT;ROUTE_2;false;357000.0;400053.0;43053.0;18000.0;52;NA;NA;NA
1272;10;83;INPUT;ROUTE_1;false;329396.0;377000.0;47604.0;17000.0;20;320000;64;370000
1272;10;83;INPUT;ROUTE_2;false;377000.0;415509.0;38509.0;18000.0;20;NA;NA;NA
133;10;81;OUTPUT;ROUTE_1;false;350651.0;381546.0;30895.0;14457.0;8;NA;NA;NA
133;10;81;OUTPUT;ROUTE_2;false;381546.0;413000.0;31454.0;13000.0;8;360000;72;310000
138;10;85;OUTPUT;ROUTE_1;false;323267.0;382299.0;59032.0;36347.0;4;NA;NA;NA
138;10;85;OUTPUT;ROUTE_2;false;382299.0;418000.0;35701.0;13000.0;4;365000;73;315000
1303;10;88;INPUT;ROUTE_1;false;391936.0;417000.0;25064.0;17000.0;56;360000;72;410000
1303;10;88;INPUT;ROUTE_2;false;417000.0;454994.0;37994.0;18000.0;56;NA;NA;NA
171;10;86;OUTPUT;ROUTE_1;false;374126.0;410480.0;36354.0;13850.0;40;NA;NA;NA
171;10;86;OUTPUT;ROUTE_2;false;410480.0;448000.0;37520.0;13000.0;40;395000;79;345000
172;10;87;OUTPUT;ROUTE_1;false;385488.0;413388.0;27900.0;27900.0;68;NA;NA;NA
172;10;87;OUTPUT;ROUTE_2;false;413388.0;443000.0;29612.0;13000.0;68;390000;78;340000
173;10;84;OUTPUT;ROUTE_1;false;395470.0;417690.0;22220.0;11420.0;72;NA;NA;NA
173;10;84;OUTPUT;ROUTE_2;false;417690.0;453000.0;35310.0;13000.0;72;400000;80;350000
207;10;82;OUTPUT;ROUTE_1;false;419022.0;439130.0;20108.0;19433.0;40;NA;NA;NA
207;10;82;OUTPUT;ROUTE_2;false;439130.0;478000.0;38870.0;13000.0;40;425000;85;375000
1341;10;81;INPUT;ROUTE_1;false;436936.0;462000.0;25064.0;17000.0;24;405000;81;455000
1341;10;81;INPUT;ROUTE_2;false;462000.0;509604.0;47604.0;18000.0;24;NA;NA;NA
228;10;83;OUTPUT;ROUTE_1;false;433634.0;468722.0;35088.0;17991.0;4;NA;NA;NA
228;10;83;OUTPUT;ROUTE_2;false;468722.0;498000.0;29278.0;13000.0;4;445000;89;395000
1343;10;85;INPUT;ROUTE_1;false;423132.0;467000.0;43868.0;17000.0;56;410000;82;460000
1343;10;85;INPUT;ROUTE_2;false;467000.0;506820.0;39820.0;18000.0;56;NA;NA;NA
235;10;88;OUTPUT;ROUTE_1;false;464803.0;484672.0;19869.0;18519.0;8;NA;NA;NA
235;10;88;OUTPUT;ROUTE_2;false;484672.0;518000.0;33328.0;13000.0;8;465000;93;415000
246;10;86;OUTPUT;ROUTE_1;false;450223.0;480226.0;30003.0;14249.0;4;NA;NA;NA
246;10;86;OUTPUT;ROUTE_2;false;480226.0;523000.0;42774.0;14972.0;4;470000;94;420000
259;10;87;OUTPUT;ROUTE_1;false;463241.0;507887.0;44646.0;20929.0;8;NA;NA;NA
259;10;87;OUTPUT;ROUTE_2;false;507887.0;538000.0;30113.0;13000.0;8;485000;97;435000
259;10;88;OUTPUT;BLOCKER;false;518070.0;538673.0;20603.0;4000.0;8;NA;NA;NA
1362;10;84;INPUT;ROUTE_1;false;464920.0;492000.0;27080.0;17000.0;52;435000;87;485000
1362;10;84;INPUT;ROUTE_2;false;492000.0;531177.0;39177.0;18000.0;52;NA;NA;NA
1376;10;82;INPUT;ROUTE_1;false;479920.0;507000.0;27080.0;17000.0;20;450000;90;500000
1376;10;82;INPUT;ROUTE_2;false;514000.0;556204.0;42204.0;18000.0;20;NA;NA;NA
290;10;85;OUTPUT;ROUTE_1;false;508033.0;535596.0;27563.0;22163.0;36;NA;NA;NA
290;10;85;OUTPUT;ROUTE_2;false;535596.0;563000.0;27404.0;13000.0;36;510000;102;460000
1401;10;83;INPUT;ROUTE_1;false;501066.0;537000.0;35934.0;24000.0;24;480000;96;530000
1401;10;83;INPUT;ROUTE_2;false;537000.0;578703.0;41703.0;18000.0;24;NA;NA;NA
314;10;81;OUTPUT;ROUTE_1;false;529214.0;549004.0;19790.0;11690.0;36;NA;NA;NA
314;10;81;OUTPUT;ROUTE_2;false;549004.0;583000.0;33996.0;13000.0;36;530000;106;480000
324;10;86;OUTPUT;ROUTE_1;false;539158.0;577873.0;38715.0;21588.0;4;NA;NA;NA
324;10;86;OUTPUT;ROUTE_2;false;577873.0;608000.0;30127.0;13000.0;4;555000;111;505000
325;10;84;OUTPUT;ROUTE_1;false;539134.0;569429.0;30295.0;11745.0;8;NA;NA;NA
325;10;84;OUTPUT;ROUTE_2;false;569429.0;603000.0;33571.0;16000.0;8;550000;110;500000
338;10;88;OUTPUT;ROUTE_1;false;545958.0;585596.0;39638.0;17485.0;36;NA;NA;NA
338;10;88;OUTPUT;ROUTE_2;false;585596.0;613000.0;27404.0;13000.0;36;560000;112;510000
1432;10;87;INPUT;ROUTE_1;false;553952.0;577000.0;23048.0;17000.0;20;520000;104;570000
1432;10;87;INPUT;ROUTE_2;false;577000.0;619385.0;42385.0;18000.0;20;NA;NA;NA
1442;10;85;INPUT;ROUTE_1;false;565936.0;602000.0;36064.0;24000.0;52;545000;109;595000
1442;10;85;INPUT;ROUTE_2;false;602000.0;641518.0;39518.0;18000.0;52;NA;NA;NA
370;10;82;OUTPUT;ROUTE_1;false;582942.0;602125.0;19183.0;11758.0;68;NA;NA;NA
370;10;82;OUTPUT;ROUTE_2;false;602125.0;638000.0;35875.0;13000.0;68;585000;117;535000
389;10;81;OUTPUT;ROUTE_1;false;588411.0;626555.0;38144.0;16175.0;72;NA;NA;NA
389;10;81;OUTPUT;ROUTE_2;false;626555.0;658000.0;31445.0;13000.0;72;605000;121;555000
1402;10;83;INPUT;ROUTE_1;false;582757.0;637000.0;54243.0;24000.0;52;580000;116;630000
1402;10;83;INPUT;ROUTE_2;false;637000.0;676838.0;39838.0;18000.0;52;NA;NA;NA
424;10;88;OUTPUT;ROUTE_1;false;644595.0;676697.0;32102.0;10323.0;68;NA;NA;NA
424;10;88;OUTPUT;ROUTE_2;false;676697.0;708000.0;31303.0;13000.0;68;655000;131;605000
1400;10;84;INPUT;ROUTE_1;false;608952.0;632000.0;23048.0;17000.0;20;575000;115;625000
1400;10;84;INPUT;ROUTE_2;false;632000.0;666420.0;34420.0;18000.0;20;NA;NA;NA
427;10;86;OUTPUT;ROUTE_1;false;632265.0;661937.0;29672.0;14593.0;8;NA;NA;NA
427;10;86;OUTPUT;ROUTE_2;false;661937.0;688000.0;26063.0;13000.0;8;635000;127;585000
429;10;85;OUTPUT;ROUTE_1;false;642417.0;666690.0;24273.0;21573.0;40;NA;NA;NA
429;10;85;OUTPUT;ROUTE_2;false;666690.0;698000.0;31310.0;13000.0;40;645000;129;595000
432;10;87;OUTPUT;ROUTE_1;false;639690.0;664658.0;24968.0;18893.0;4;NA;NA;NA
432;10;87;OUTPUT;ROUTE_2;false;664658.0;698000.0;33342.0;13000.0;4;645000;129;595000
463;10;82;OUTPUT;ROUTE_1;false;638775.0;699164.0;60389.0;35505.0;8;NA;NA;NA
463;10;82;OUTPUT;ROUTE_2;false;699164.0;733000.0;33836.0;13000.0;8;680000;136;630000
472;10;83;OUTPUT;ROUTE_1;false;692102.0;715855.0;23753.0;19028.0;68;NA;NA;NA
472;10;83;OUTPUT;ROUTE_2;false;715855.0;748000.0;32145.0;13000.0;68;695000;139;645000
1490;10;81;INPUT;ROUTE_1;false;664920.0;692000.0;27080.0;17000.0;52;635000;127;685000
1490;10;81;INPUT;ROUTE_2;false;692000.0;732353.0;40353.0;18000.0;52;NA;NA;NA
482;10;84;OUTPUT;ROUTE_1;false;677728.0;712496.0;34768.0;18026.0;36;NA;NA;NA
482;10;84;OUTPUT;ROUTE_2;false;712496.0;748000.0;35504.0;13000.0;36;695000;139;645000
1529;10;86;INPUT;ROUTE_1;false;691936.0;717000.0;25064.0;17000.0;24;660000;132;710000
1529;10;86;INPUT;ROUTE_2;false;717000.0;753637.0;36637.0;18000.0;24;NA;NA;NA
1539;10;85;INPUT;ROUTE_1;false;711936.0;737000.0;25064.0;17000.0;56;680000;136;730000
1539;10;85;INPUT;ROUTE_2;false;737000.0;774820.0;37820.0;18000.0;56;NA;NA;NA
1544;10;87;INPUT;ROUTE_1;false;707936.0;737000.0;29064.0;17000.0;20;680000;136;730000
1544;10;87;INPUT;ROUTE_2;false;737000.0;782238.0;45238.0;18000.0;20;NA;NA;NA
527;10;88;OUTPUT;ROUTE_1;false;716691.0;751830.0;35139.0;13985.0;72;NA;NA;NA
527;10;88;OUTPUT;ROUTE_2;false;751830.0;788000.0;36170.0;13000.0;72;735000;147;685000
550;10;81;OUTPUT;ROUTE_1;false;738061.0;779512.0;41451.0;17284.0;68;NA;NA;NA
550;10;81;OUTPUT;ROUTE_2;false;779512.0;813000.0;33488.0;13000.0;68;760000;152;710000
1560;10;82;INPUT;ROUTE_1;false;743952.0;767000.0;23048.0;17000.0;20;710000;142;760000
1560;10;82;INPUT;ROUTE_2;false;767000.0;808536.0;41536.0;18000.0;20;NA;NA;NA
566;10;86;OUTPUT;ROUTE_1;false;758971.0;786871.0;27900.0;27900.0;36;NA;NA;NA
566;10;86;OUTPUT;ROUTE_2;false;786871.0;818000.0;31129.0;13000.0;36;765000;153;715000
1499;10;83;INPUT;ROUTE_1;false;753952.0;777000.0;23048.0;17000.0;56;720000;144;770000
1499;10;83;INPUT;ROUTE_2;false;777000.0;810603.0;33603.0;18000.0;56;NA;NA;NA
1508;10;84;INPUT;ROUTE_1;false;761936.0;787000.0;25064.0;17000.0;20;730000;146;780000
1508;10;84;INPUT;ROUTE_2;false;787000.0;827360.0;40360.0;18000.0;20;NA;NA;NA
593;10;85;OUTPUT;ROUTE_1;false;781747.0;810862.0;29115.0;27765.0;72;NA;NA;NA
